Empresa;Abertura;Mês;Segmento
NASDAQ BIOTC;1044,39;12;BDR
NASDAQ INC;5344,56;10;BDR
NASDAQ INC;6660,26;11;BDR
NASDAQ INC;6243,67;12;BDR
NATIONAL GRI;57,31;10;BDR
NATIONAL GRI;167,68;11;BDR
NATIONAL GRI;647,6;12;BDR
NATIONAL OIL;201,6;10;BDR
NATIONAL OIL;409,38;11;BDR
NATIONAL OIL;641,7;12;BDR
NATWEST GROU;34,56;10;BDR
NATWEST GROU;97,81;11;BDR
NATWEST GROU;66,95;12;BDR
NEOE;2,83;10;Energia Elétrica
NEOE;0,79;11;Energia Elétrica
NEOE;4,62;12;Energia Elétrica
NEOENERGIA;1905,31;10;Energia Elétrica
NEOENERGIA;1617,89;11;Energia Elétrica
NEOENERGIA;2188,38;12;Energia Elétrica
NEOGRID;251,85;12;Programas e Serviços
NETAPP INC;1110,15;11;BDR
NETAPP INC;2914,72;12;BDR
NETEASE;8977,95;10;BDR
NETEASE;8425,61;11;BDR
NETEASE;8862,45;12;BDR
NETFLIX;41952,8;10;BDR
NETFLIX;1067,33;11;BDR
NETFLIX;1061,89;12;BDR
NEUROCRINE B;306,87;10;BDR
NEUROCRINE B;434,75;11;BDR
NEUROCRINE B;221,56;12;BDR
NEW ORIENTAL;387,26;10;BDR
NEW ORIENTAL;380,56;11;BDR
NEW ORIENTAL;737,59;12;BDR
NEWELL BRAND;298,23;10;BDR
NEWELL BRAND;212,84;11;BDR
NEWELL BRAND;410,8;12;BDR
NEWMONT GOLD;7317,8;10;BDR
NEWMONT GOLD;6902,63;11;BDR
NEWMONT GOLD;6224,69;12;BDR
NEWS CORP;294;11;BDR
NEWS CORP;232,26;12;BDR
NEXTERA ENER;4225,14;10;BDR
NEXTERA ENER;2072,9;11;BDR
NEXTERA ENER;1824,86;12;BDR
NICE LTD;53,32;10;BDR
NICE LTD;152,86;11;BDR
NIELSEN HOLD;234,36;10;BDR
NIKE;14474,48;10;BDR
NIKE;14273,71;11;BDR
NIKE;14447,44;12;BDR
NISOURCE INC;352,83;12;BDR
NOKIA CORP;297,73;10;BDR
NOKIA CORP;392,21;11;BDR
NOKIA CORP;414,33;12;BDR
NOMURA HO;105,45;10;BDR
NOMURA HO;54,48;11;BDR
NOMURA HO;26,56;12;BDR
NORD BRASIL;2560,73;10;BDR
NORD BRASIL;2342,18;11;BDR
NORD BRASIL;2388,43;12;BDR
NORDON MET;209,8;10;BDR
NORDON MET;253,61;11;BDR
NORDON MET;252,81;12;BDR
NORDSTROM IN;657,74;10;BDR
NORDSTROM IN;1348,8;11;BDR
NORDSTROM IN;1564,55;12;BDR
NORFOLK SOUT;286,39;10;BDR
NORFOLK SOUT;324,91;11;BDR
NORTHROP GRU;2090,3;10;BDR
NORTHROP GRU;3681;11;BDR
NORTHROP GRU;5605,72;12;BDR
NORTONLIFE;937,64;10;BDR
NORTONLIFE;727,36;11;BDR
NORTONLIFE;1335,37;12;BDR
NORWEGIAN CR;958,76;10;BDR
NORWEGIAN CR;1757,93;11;BDR
NORWEGIAN CR;1953,77;12;BDR
NOVARTIS AG;421,86;10;BDR
NOVARTIS AG;936,25;11;BDR
NOVARTIS AG;845,72;12;BDR
NOVO NORDISK;396,19;10;BDR
NOVO NORDISK;740,84;11;BDR
NOVO NORDISK;635,32;12;BDR
NRG ENERGY I;520,44;11;BDR
NRG ENERGY I;2259,9;12;BDR
NTCO;476,71;10;Cosméticos
NTCO;1308,58;11;Cosméticos
NTCO;522,38;12;Cosméticos
NTCO  FM;235,32;10;Cosméticos
NTCO  FM;244,74;11;Cosméticos
NTCO  FM;194,07;12;Cosméticos
NTCOE;617,06;10;Cosméticos
NTCOE;353,57;11;Cosméticos
NTCOE;546,05;12;Cosméticos
NTCOE  FM;249,3;10;Cosméticos
NTCOE  FM;179,95;11;Cosméticos
NTCOE  FM;208,16;12;Cosméticos
NUCOR CORP;281,3;10;Cosméticos
NUCOR CORP;1119;11;Cosméticos
NUCOR CORP;1150,6;12;Cosméticos
NUTRIPLANT;3159,05;10;BDR
NUTRIPLANT;4165,82;11;BDR
NUTRIPLANT;3670,8;12;BDR
NVIDIA CORP;11243,13;10;BDR
NVIDIA CORP;1225,56;11;BDR
NVIDIA CORP;1144,35;12;BDR
NVR INC;458,19;11;BDR
NXP SEMICOND;3043,95;10;BDR
NXP SEMICOND;2433,86;11;BDR
NXP SEMICOND;4496,95;12;BDR
OCCIDENT PTR;505,57;10;BDR
OCCIDENT PTR;708,77;11;BDR
OCCIDENT PTR;940,71;12;BDR
ODERICH;15;11;BDR
ODONTOPREV;799,06;10;Saúde 
ODONTOPREV;937,54;11;Saúde 
ODONTOPREV;734,25;12;Saúde 
ODPV;0,41;10;Saúde 
ODPV;0,72;12;Saúde 
ODPVE;12,05;10;Saúde 
ODPVE;0,36;12;Saúde 
OI;419,51;10;Telecomunicações
OI;484,4;11;Telecomunicações
OI;684,75;12;Telecomunicações
OKTA INC;187,24;11;BDR
OKTA INC;1011,34;12;BDR
OLD DOMINION;160,8;12;BDR
OMEGA GER;1807,99;10;Energia Elétrica
OMEGA GER;1668,77;11;Energia Elétrica
OMEGA GER;1748,61;12;Energia Elétrica
OMNICOM GROU;410,2;10;BDR
OMNICOM GROU;1552,42;11;BDR
OMNICOM GROU;2443,39;12;BDR
ONEOK INC;254,19;10;BDR
ONEOK INC;779,28;11;BDR
ONEOK INC;1221,28;12;BDR
ORACLE;5673,71;10;BDR
ORACLE;5262,09;11;BDR
ORACLE;6073,46;12;BDR
OREILLY AUT;3655,03;10;BDR
OREILLY AUT;7392,18;11;BDR
OREILLY AUT;2312,43;12;BDR
ORIX CORP;131,34;10;BDR
ORIX CORP;98,98;11;BDR
ORIX CORP;49,78;12;BDR
OSX BRASIL;544,78;10;Construção Naval
OSX BRASIL;591,6;11;Construção Naval
OSX BRASIL;876,31;12;Construção Naval
OTIS WORLDWI;36,39;11;BDR
OTIS WORLDWI;166,46;12;BDR
OUROFINO S/A;1291,09;10;Medicamentos e Outros Produtos
OUROFINO S/A;1357,59;11;Medicamentos e Outros Produtos
OUROFINO S/A;1514,09;12;Medicamentos e Outros Produtos
P.ACUCAR-CBD;6069,11;10;Comércio e Distribuição
P.ACUCAR-CBD;4968,54;11;Comércio e Distribuição
P.ACUCAR-CBD;4975,69;12;Comércio e Distribuição
PACCAR INC;222,44;12;BDR
PACKAGING CO;1309,42;10;BDR
PADTEC;195,51;10;Serviços Financeiros Diversos
PADTEC;196,13;11;Serviços Financeiros Diversos
PADTEC;262,16;12;Serviços Financeiros Diversos
PAGUE MENOS;447,14;10;Comércio e Distribuição
PAGUE MENOS;410,88;11;Comércio e Distribuição
PAGUE MENOS;432,21;12;Comércio e Distribuição
PANATLANTICA;1527,9;10;Siderurgia e Metalurgia
PANATLANTICA;1778,77;11;Siderurgia e Metalurgia
PANATLANTICA;1859,75;12;Siderurgia e Metalurgia
PAR AL BAHIA;2501,19;10;Holdings Diversificadas
PAR AL BAHIA;3870,26;11;Holdings Diversificadas
PAR AL BAHIA;4116,01;12;Holdings Diversificadas
PARANAPANEMA;623,76;10;Siderurgia e Metalurgia
PARANAPANEMA;606,26;11;Siderurgia e Metalurgia
PARANAPANEMA;795,69;12;Siderurgia e Metalurgia
PAYCHEX INC;235,79;10;BDR
PAYCHEX INC;743,99;11;BDR
PAYCHEX INC;963,86;12;BDR
PAYCOM SOFTW;71,39;10;BDR
PAYCOM SOFTW;212,63;11;BDR
PAYCOM SOFTW;155,52;12;BDR
PAYPAL HOLD;10838,21;10;BDR
PAYPAL HOLD;1067,82;11;BDR
PAYPAL HOLD;1161,43;12;BDR
PCAR;466,77;10;Varejo
PCAR;787,11;11;Varejo
PCAR;1003,81;12;Varejo
PCAR  FM;284,83;10;Varejo
PCAR  FM;255,36;11;Varejo
PCAR  FM;330,67;12;Varejo
PCARE;1428,71;10;Varejo
PCARE;1307,42;11;Varejo
PCARE;1117,42;12;Varejo
PCARE  FM;244,48;10;Varejo
PCARE  FM;182,02;11;Varejo
PCARE  FM;177,28;12;Varejo
PDG REALT;176;10;BDR
PDG REALT;156,94;11;BDR
PDG REALT;165,01;12;BDR
PENTAIR PLC;281,08;10;BDR
PENTAIR PLC;298,86;11;BDR
PENTAIR PLC;268,89;12;BDR
PEOPLES UNIT;251,33;10;BDR
PEOPLES UNIT;672,05;11;BDR
PEOPLES UNIT;535,18;12;BDR
PEPSICO INC;15633,98;10;BDR
PEPSICO INC;15533,53;11;BDR
PEPSICO INC;14233,03;12;BDR
PERKINELMER;732,01;11;BDR
PERKINELMER;722,03;12;BDR
PERRIGO CO P;2041,12;10;BDR
PERRIGO CO P;766,71;11;BDR
PERRIGO CO P;257,39;12;BDR
PET MANGUINH;121,36;10;Petróleo, Gás e Biocombustíveis
PET MANGUINH;123,17;11;Petróleo, Gás e Biocombustíveis
PET MANGUINH;130,63;12;Petróleo, Gás e Biocombustíveis
PETR;4889,09;10;Petróleo, Gás e Biocombustíveis
PETR;8925,78;11;Petróleo, Gás e Biocombustíveis
PETR;13022,43;12;Petróleo, Gás e Biocombustíveis
PETRE;14403,55;10;Petróleo, Gás e Biocombustíveis
PETRE;12240,23;11;Petróleo, Gás e Biocombustíveis
PETRE;12380,52;12;Petróleo, Gás e Biocombustíveis
PETRE  FM;1063,2;10;Oléo & Gás
PETRE  FM;980,89;11;Oléo & Gás
PETRE  FM;1258,65;12;Oléo & Gás
PETROBRAS;6940,38;10;Petróleo, Gás e Biocombustíveis
PETROBRAS;6243,84;11;Petróleo, Gás e Biocombustíveis
PETROBRAS;7027,48;12;Petróleo, Gás e Biocombustíveis
PETROBRAS BR;1898,17;10;Petróleo, Gás e Biocombustíveis
PETROBRAS BR;2540,23;11;Petróleo, Gás e Biocombustíveis
PETROBRAS BR;2584,14;12;Petróleo, Gás e Biocombustíveis
PETROCHIN;1135,52;10;BDR
PETROCHIN;2643,47;11;BDR
PETROCHIN;3056,26;12;BDR
PETRORIO;5242,48;10;Petróleo, Gás e Biocombustíveis
PETRORIO;5573,32;11;Petróleo, Gás e Biocombustíveis
PETRORIO;7298,3;12;Petróleo, Gás e Biocombustíveis
PETTENATI;418,56;10;BDR
PETTENATI;381,37;11;BDR
PETTENATI;433,69;12;BDR
PETZ;1349,02;10;Comércio
PETZ;2013,56;11;Comércio
PETZ;1945,59;12;Comércio
PETZE;1,49;11;#N/D
PETZE;0,58;12;#N/D
PETZE    /EJ;0,91;12;#N/D
PFIZER;4063,9;10;BDR
PFIZER;1023,02;11;BDR
PFIZER;1018,25;12;BDR
PG;14502,78;10;BDR
PG;1099,69;11;BDR
PG;1015,64;12;BDR
PHILIP MORRI;2087,04;10;BDR
PHILIP MORRI;3271,3;11;BDR
PHILIP MORRI;3424,4;12;BDR
PHILLIPS 66;1809,7;10;BDR
PHILLIPS 66;1530,25;11;BDR
PHILLIPS 66;1754,55;12;BDR
PINDUODUO IN;261,33;10;BDR
PINDUODUO IN;1230,83;11;BDR
PINDUODUO IN;1515,08;12;BDR
PINE;130,35;10;Serviços Bancários
PINE;126,8;11;Serviços Bancários
PINE;124,61;12;Serviços Bancários
PINNACLE WES;210,1;12;BDR
PIONEER NATU;479,42;11;BDR
PIONEER NATU;1458,02;12;BDR
PLANOEPLANO;398,1;10;Construção Civil
PLANOEPLANO;341,5;11;Construção Civil
PLANOEPLANO;344,8;12;Construção Civil
PLASCAR PART;167,01;10;Automóveis e Motocicletas
PLASCAR PART;167,93;11;Automóveis e Motocicletas
PLASCAR PART;206,19;12;Automóveis e Motocicletas
PNCFNANCIAL;625,65;10;BDR
PNCFNANCIAL;685,41;11;BDR
PNCFNANCIAL;1128,81;12;BDR
POMIFRUTAS;187,18;10;Agropecuária
POMIFRUTAS;206,78;11;Agropecuária
POMIFRUTAS;237,63;12;Agropecuária
POMO;0,81;10;Logística
POMO;1,55;11;Logística
POMO;2,68;12;Logística
POMO    /EJ;1,78;12;#N/D
POMOE;3,71;10;Logística
POMOE;0,05;12;Logística
PORTO SEGURO;3741,13;10;Previdência e Seguros
PORTO SEGURO;3736;11;Previdência e Seguros
PORTO SEGURO;4006,95;12;Previdência e Seguros
PORTO VM;151,06;10;Transporte
PORTO VM;126,54;11;Transporte
PORTO VM;155,72;12;Transporte
PORTOBELLO;499,53;10;Revestimentos Cerâmicos
PORTOBELLO;567,85;11;Revestimentos Cerâmicos
PORTOBELLO;541,62;12;Revestimentos Cerâmicos
POSCO;136,55;10;BDR
POSCO;145,86;11;BDR
POSCO;238,23;12;BDR
POSI;0,2;12;#N/D
POSITIVO TEC;337,86;10;Computadores e Equipamentos
POSITIVO TEC;428,81;11;Computadores e Equipamentos
POSITIVO TEC;387,8;12;Computadores e Equipamentos
PPG INDUSTRI;782,7;11;BDR
PPG INDUSTRI;728,92;12;BDR
PPL CORP;483,36;10;BDR
PPL CORP;631,17;11;BDR
PPL CORP;2001,76;12;BDR
PPLA;436,99;10;Serviços Financeiros Diversos
PPLA;253,98;11;Serviços Financeiros Diversos
PPLA;235,3;12;Serviços Financeiros Diversos
PRINCIPAL FI;459,48;10;BDR
PRINCIPAL FI;1043,22;11;BDR
PRINER;401,04;10;Serviços Diversos
PRINER;417,24;11;Serviços Diversos
PRINER;406,75;12;Serviços Diversos
PRIO;58,39;10;BDR
PRIO;244,71;11;BDR
PRIO;1705,24;12;BDR
PRIOE;247,6;10;BDR
PRIOE;351,27;11;BDR
PRIOE;299,13;12;BDR
PROFARMA;322,08;10;Farmaceutica 
PROFARMA;370,23;11;Farmaceutica 
PROFARMA;384,12;12;Farmaceutica 
PROLOGIS INC;2327,88;10;BDR
PROLOGIS INC;3554,09;11;BDR
PROLOGIS INC;3271,39;12;BDR
PRUDENTIAL F;911,97;10;BDR
PRUDENTIAL F;1175,35;11;BDR
PRUDENTIAL F;2817,5;12;BDR
PRUDENTIAL P;118,83;10;BDR
PRUDENTIAL P;129,39;11;BDR
PRUDENTIAL P;311,55;12;BDR
PSSA;0,96;11;BDR
PSSA;7,33;12;BDR
PSSAE;0,85;11;BDR
PSSAE;6,17;12;BDR
PT TELEKOMUN;50,6;10;BDR
PT TELEKOMUN;241,63;11;BDR
PT TELEKOMUN;243,52;12;BDR
PUBLIC STORA;1041,24;10;BDR
PUBLIC STORA;3786,82;11;BDR
PUBLIC STORA;2089,67;12;BDR
PULTEGROUP I;248,41;10;BDR
PULTEGROUP I;1161,82;11;BDR
PULTEGROUP I;1358,49;12;BDR
PVH CORP;176,67;11;BDR
PVH CORP;240,71;12;BDR
QORVO INC;755,1;10;BDR
QORVO INC;1584,37;11;BDR
QORVO INC;2900,38;12;BDR
QUAL;30,14;10;Farmaceutica 
QUAL;325,86;11;Farmaceutica 
QUAL;262,76;12;Farmaceutica 
QUAL    /EJ;324,1;10;Farmaceutica 
QUAL  FM;87,18;10;Farmaceutica 
QUAL  FM;127,12;11;Farmaceutica 
QUAL  FM;120,6;12;Farmaceutica 
QUAL  FM/EJ;82,35;10;Farmaceutica 
QUALCOMM;12794,52;10;BDR
QUALCOMM;1308,67;11;BDR
QUALCOMM;1301,07;12;BDR
QUALE;27,14;10;BDR
QUALE;130,9;11;BDR
QUALE;161,16;12;BDR
QUALE    /EJ;146,36;10;Farmaceutica 
QUALE  FM;63,01;10;Farmaceutica 
QUALE  FM;99,68;11;Farmaceutica 
QUALE  FM;100,98;12;Farmaceutica 
QUALE  FM/EJ;61,55;10;Farmaceutica 
QUALICORP;2710,22;10;Farmaceutica 
QUALICORP;2308,13;11;Farmaceutica 
QUALICORP;2328,97;12;Farmaceutica 
QUANTA SERVI;1050,93;10;BDR
QUANTA SERVI;731,1;11;BDR
QUANTA SERVI;730,19;12;BDR
QUERO-QUERO;1058,69;10;Comércio
QUERO-QUERO;1075,92;11;Comércio
QUERO-QUERO;1061,91;12;Comércio
QUEST DIAGNO;981,07;11;BDR
QUEST DIAGNO;1246,79;12;BDR
RADL;542,19;10;Varejo Farmaceutica
RADL;578,48;11;Varejo Farmaceutica
RADL;83,08;12;Varejo Farmaceutica
RADL    /EJ;48,77;10;Varejo Farmaceutica
RADL    /EJ;155,53;12;Varejo Farmaceutica
RADL  FM;141,52;10;Varejo Farmaceutica
RADL  FM;151,58;11;Varejo Farmaceutica
RADL  FM;67,28;12;Varejo Farmaceutica
RADL  FM/EJ;27,1;10;Varejo Farmaceutica
RADL  FM/EJ;63,92;12;Varejo Farmaceutica
RADLE;89,97;10;Varejo Farmaceutica
RADLE;164,2;11;Varejo Farmaceutica
RADLE;96,89;12;Varejo Farmaceutica
RADLE    /EJ;11,11;10;Varejo Farmaceutica
RADLE    /EJ;312,84;12;Varejo Farmaceutica
RADLE  FM;113,46;10;Varejo Farmaceutica
RADLE  FM;116,7;11;Varejo Farmaceutica
RADLE  FM;99,43;12;Varejo Farmaceutica
RADLE  FM/EJ;14,51;10;Varejo Farmaceutica
RADLE  FM/EJ;43,78;12;Varejo Farmaceutica
RAIADROGASIL;2493,88;10;Varejo Farmaceutica
RAIADROGASIL;2047,98;11;Varejo Farmaceutica
RAIADROGASIL;1944,9;12;Varejo Farmaceutica
RAIL;130,79;10;Varejo Farmaceutica
RAIL;366,74;11;Varejo Farmaceutica
RAIL;335,93;12;Varejo Farmaceutica
RAIL  FM;121,4;10;Varejo Farmaceutica
RAIL  FM;126,69;11;Varejo Farmaceutica
RAIL  FM;125,75;12;Varejo Farmaceutica
RAILE;943,93;10;Logística
RAILE;727,02;11;Logística
RAILE;632,29;12;Logística
RAILE  FM;123,19;10;Logística
RAILE  FM;107,82;11;Logística
RAILE  FM;104;12;Logística
RALPH LAUREN;197,52;11;BDR
RANDON PART;1374,17;10;BDR
RANDON PART;1379,58;11;BDR
RANDON PART;1596,42;12;BDR
RAPT;7,96;10;BDR
RAPT;25,05;11;BDR
RAPT;5,65;12;BDR
RAPT    /EJ;9,79;12;BDR
RAPTE;30,66;10;BDR
RAPTE;1,32;11;BDR
RAPTE;1,15;12;BDR
RAPTE    /EJ;0,48;12;#N/D
RAYMOND JAME;217,31;10;BDR
RAYMOND JAME;237,63;12;BDR
RAYTHEONTECH;4026,11;10;BDR
RAYTHEONTECH;4052,08;11;BDR
RAYTHEONTECH;5162,84;12;BDR
RD SHELL;2688,3;10;BDR
RD SHELL;3494,88;11;BDR
RD SHELL;4046,23;12;BDR
REALTY INCOM;2909,1;10;BDR
REALTY INCOM;3191,39;11;BDR
REALTY INCOM;3138,56;12;BDR
RECRUSUL;194,91;10;BDR
RECRUSUL;239,47;11;BDR
RECRUSUL;476,52;12;BDR
REDE D OR;4072,95;12;Serviços Médico - Hospitalares, Análises e Diagnósticos
REDE ENERGIA;377,82;10;Energia Elétrica
REDE ENERGIA;356,2;11;Energia Elétrica
REDE ENERGIA;386,34;12;Energia Elétrica
REGENCY CENT;310,79;10;BDR
REGENCY CENT;697,04;11;BDR
REGENCY CENT;1095,3;12;BDR
REGENERON PH;13150,31;10;BDR
REGENERON PH;11297,55;11;BDR
REGENERON PH;10349,83;12;BDR
REGIONS FINA;222,56;10;BDR
REGIONS FINA;152,07;11;BDR
REGIONS FINA;485,75;12;BDR
RELX PLC;215,32;12;BDR
RENOVA;758,7;10;BDR
RENOVA;744,82;11;BDR
RENOVA;1179,02;12;BDR
RENT;1326,7;10;Aluguel de Carros
RENT;1640,64;11;Aluguel de Carros
RENT;32,98;12;Aluguel de Carros
RENT    /EJ;576,44;12;Aluguel de Carros
RENT  FM;301;10;Aluguel de Carros
RENT  FM;255,52;11;Aluguel de Carros
RENT  FM;154,16;12;Aluguel de Carros
RENT  FM/EJ;86,15;12;Aluguel de Carros
RENTE;264,75;10;Aluguel de Carros
RENTE;514,48;11;Aluguel de Carros
RENTE;179,37;12;Aluguel de Carros
RENTE    /EJ;502,6;12;Aluguel de Carros
RENTE  FM;240,4;10;Aluguel de Carros
RENTE  FM;262,03;11;Aluguel de Carros
RENTE  FM;139,17;12;Aluguel de Carros
RENTE  FM/EJ;81,32;12;Aluguel de Carros
REPUBLIC SER;514,89;10;BDR
REPUBLIC SER;271,91;11;BDR
REPUBLIC SER;244,7;12;BDR
RESMED INC;1047,22;10;BDR
RESMED INC;295;11;BDR
RESMED INC;270,51;12;BDR
RIO TINTO;3328,95;10;Varejo
RIO TINTO;4402,8;11;Varejo
RIO TINTO;5784,83;12;Varejo
RIOCASTRO;1140;12;Varejo
RIOPEC;1000;12;BDR
RIOSULENSE;3578,66;10;BDR
RIOSULENSE;3501,36;11;BDR
RIOSULENSE;2881,96;12;BDR
RNI;502,27;10;Construção Civil
RNI;486,44;11;Construção Civil
RNI;479,39;12;Construção Civil
ROBERT HALF;625,12;10;BDR
ROBERT HALF;658,74;11;BDR
ROBERT HALF;340,09;12;BDR
ROCKWELL AUT;1007,01;10;BDR
ROCKWELL AUT;2394,01;11;BDR
ROCKWELL AUT;1260,48;12;BDR
ROKU INC;61,79;10;BDR
ROKU INC;882,82;11;BDR
ROKU INC;1659,39;12;BDR
ROLLINS INC;332,92;10;BDR
ROLLINS INC;629,99;11;BDR
ROLLINS INC;1438,67;12;BDR
ROPER TECHNO;1374,9;10;BDR
ROPER TECHNO;869,71;11;BDR
ROPER TECHNO;219,4;12;BDR
ROSS STORES;2878,3;10;BDR
ROSS STORES;5152,05;11;BDR
ROSS STORES;4753,53;12;BDR
ROSSI RESID;221,64;10;BDR
ROSSI RESID;250,65;11;BDR
ROSSI RESID;306,92;12;BDR
ROYAL CARIBB;1681,1;10;BDR
ROYAL CARIBB;3103,64;11;BDR
ROYAL CARIBB;2994,19;12;BDR
RUMO S.A.;2414,67;10;Transporte
RUMO S.A.;2266,45;11;Transporte
RUMO S.A.;2413,77;12;Transporte
RUSSELL 2000;49;11;BDR
RUSSELL 2000;990,09;12;BDR
RYANAIR HOLD;59,18;10;BDR
RYANAIR HOLD;69,37;11;BDR
RYANAIR HOLD;147,98;12;BDR
SABESP;4713,04;10;Saneamento 
SABESP;4628,65;11;Saneamento 
SABESP;5636,84;12;Saneamento 
SALESFORCE;10482,45;10;BDR
SALESFORCE;1251,66;11;BDR
SALESFORCE;1060,11;12;BDR
SANB;797,54;10;Serviços Bancários
SANB;164,76;11;Serviços Bancários
SANB;1624,78;12;Serviços Bancários
SANB    /EJ;1029,65;11;Serviços Bancários
SANB  FM;178,53;10;Serviços Bancários
SANB  FM;118,21;11;Serviços Bancários
SANB  FM;213,56;12;Serviços Bancários
SANB  FM/EJ;65,89;11;Serviços Bancários
SANBE;109,93;10;Serviços Bancários
SANBE;68,22;11;Serviços Bancários
SANBE;368,1;12;Serviços Bancários
SANBE    /EJ;37,3;11;Serviços Bancários
SANBE  FM;100,83;10;Serviços Bancários
SANBE  FM;59,85;11;Serviços Bancários
SANBE  FM;123,45;12;Serviços Bancários
SANBE  FM/EJ;27,8;11;Serviços Bancários
SANEPAR;3047,89;10;BDR
SANEPAR;3142,27;11;BDR
SANEPAR;4302,12;12;BDR
SANSUY;1695,74;10;BDR
SANSUY;1173,93;11;BDR
SANSUY;1181,35;12;BDR
SANTANDER;230,96;10;Serviços Bancários
SANTANDER;279,99;11;Serviços Bancários
SANTANDER;326,58;12;Serviços Bancários
SANTANDER BR;4507,39;10;Intermediários Financeiros
SANTANDER BR;4308,53;11;Intermediários Financeiros
SANTANDER BR;5680,16;12;Intermediários Financeiros
SANTANENSE;220,21;10;Serviços Bancários
SANTANENSE;183,43;11;Serviços Bancários
SANTANENSE;193,78;12;Serviços Bancários
SANTOS BRP;558,87;10;BDR
SANTOS BRP;436,07;11;BDR
SANTOS BRP;515,49;12;BDR
SAO CARLOS;1580,68;10;BDR
SAO CARLOS;1681,36;11;BDR
SAO CARLOS;1826,99;12;BDR
SAO MARTINHO;1684,56;10;Alimentos Processados
SAO MARTINHO;1547,78;11;Alimentos Processados
SAO MARTINHO;1501,06;12;Alimentos Processados
SAP SE;11027,02;10;BDR
SAP SE;12781,79;11;BDR
SAP SE;11602,44;12;BDR
SAPR;4,75;10;Saneamento 
SAPR;7,7;11;Saneamento 
SAPR;88;12;Saneamento 
SAPRE;29,92;10;Saneamento 
SAPRE;7,7;11;Saneamento 
SAPRE;36,41;12;Saneamento 
SARAIVA LIVR;120,28;10;Comércio
SARAIVA LIVR;110,05;11;Comércio
SARAIVA LIVR;151,39;12;Comércio
SAREPTA THER;319,41;10;BDR
SAREPTA THER;598,51;11;BDR
SAREPTA THER;38,47;12;BDR
SBA COMMUNIC;679,69;10;BDR
SBA COMMUNIC;960,2;11;BDR
SBA COMMUNIC;1148,78;12;BDR
SBSP;451,13;10;Saneamento 
SBSP;695,65;11;Saneamento 
SBSP;480,44;12;Saneamento 
SBSP  FM;240,07;10;Saneamento 
SBSP  FM;275,15;11;Saneamento 
SBSP  FM;265,59;12;Saneamento 
SBSPE;1169,77;10;Saneamento 
SBSPE;1099,1;11;Saneamento 
SBSPE;1112,68;12;Saneamento 
SBSPE  FM;287,68;10;Saneamento 
SBSPE  FM;230,32;11;Saneamento 
SBSPE  FM;233,21;12;Saneamento 
SCHLUMBERGER;592,71;10;BDR
SCHLUMBERGER;657,92;11;BDR
SCHLUMBERGER;1271,52;12;BDR
SCHULZ;707,9;10;BDR
SCHULZ;664,42;11;BDR
SCHULZ;816,31;12;BDR
SCHWAB;2933,36;10;BDR
SCHWAB;1060,19;11;BDR
SCHWAB;851,52;12;BDR
SEAGATE TECH;1138,08;10;BDR
SEAGATE TECH;2091,16;11;BDR
SEAGATE TECH;2602,86;12;BDR
SEAGEN;112,23;10;BDR
SEAGEN;708,16;11;BDR
SEAGEN;287,76;12;BDR
SEALED AIR C;688,28;10;BDR
SEATTLE GENE;339,71;10;BDR
SEER;6,5;10;BDR
SEER;0,99;11;BDR
SEER;0,61;12;BDR
SEERE;0,31;10;BDR
SEERE;0,48;12;BDR
SEG AL BAHIA;1253,58;10;Previdência e Seguros
SEG AL BAHIA;948,56;11;Previdência e Seguros
SEG AL BAHIA;909,02;12;Previdência e Seguros
SELECT DIVID;50,66;11;BDR
SELECT DIVID;940,01;12;BDR
SEMPRA ENERG;181,44;10;BDR
SEMPRA ENERG;178,5;11;BDR
SEMPRA ENERG;326,84;12;BDR
SEQUOIA LOG;419,93;10;Serviços Diversos
SEQUOIA LOG;704,66;11;Serviços Diversos
SEQUOIA LOG;935,94;12;Serviços Diversos
SER EDUCA;1139,46;10;Diversos
SER EDUCA;883,62;11;Diversos
SER EDUCA;985,11;12;Diversos
SERVICENOW;173,79;10;BDR
SERVICENOW;280,28;11;BDR
SERVICENOW;562,52;12;BDR
SIBANYE STIL;126,32;12;BDR
SID NACIONAL;2171,23;10;Siderurgia e Metalurgia
SID NACIONAL;2241,69;11;Siderurgia e Metalurgia
SID NACIONAL;3298,64;12;Siderurgia e Metalurgia
SIGNATURE BK;232,12;10;BDR
SIGNATURE BK;250,49;11;BDR
SIGNATURE BK;641,26;12;BDR
SILVER TRUST;36,75;11;BDR
SILVER TRUST;794,64;12;BDR
SIMON PROP;1943,95;10;BDR
SIMON PROP;2085,3;11;BDR
SIMON PROP;2248,49;12;BDR
SIMPAR;1970,86;10;Holdings Diversificadas
SIMPAR;2231,96;11;Holdings Diversificadas
SIMPAR;2207,4;12;Holdings Diversificadas
SINQIA;1986,22;10;Programas e Serviços
SINQIA;2038,18;11;Programas e Serviços
SINQIA;1887,06;12;Programas e Serviços
SIRIUS XM HD;65,77;10;BDR
SIRIUS XM HD;207,27;11;BDR
SIRIUS XM HD;263,29;12;BDR
SK TELECOM C;64,6;10;BDR
SK TELECOM C;188,41;11;BDR
SK TELECOM C;159,1;12;BDR
SKYWORKS SOL;1286,76;10;BDR
SKYWORKS SOL;801,99;11;BDR
SKYWORKS SOL;770,46;12;BDR
SL GREEN REA;1424,91;10;BDR
SL GREEN REA;2239,68;11;BDR
